round,group,name,i__agg_log,li,lr,money__agg_log,r__agg_log
86,agent,agent0,0.0,0.0,86.0,8.699999999999985,86.0
86,agent,agent1,1.0,1.0,86.0,8.699999999999985,86.0
86,agent,agent2,2.0,2.0,86.0,8.699999999999985,86.0
86,agent,agent3,3.0,3.0,86.0,8.699999999999985,86.0
86,agent,agent4,4.0,4.0,86.0,8.699999999999985,86.0
86,agent,agent5,5.0,5.0,86.0,8.699999999999985,86.0
86,agent,agent6,6.0,6.0,86.0,8.699999999999985,86.0
86,agent,agent7,7.0,7.0,86.0,8.699999999999985,86.0
86,agent,agent8,8.0,8.0,86.0,8.699999999999985,86.0
86,agent,agent9,9.0,9.0,86.0,8.699999999999985,86.0
87,agent,agent0,0.0,0.0,87.0,8.799999999999985,87.0
87,agent,agent1,1.0,1.0,87.0,8.799999999999985,87.0
87,agent,agent2,2.0,2.0,87.0,8.799999999999985,87.0
87,agent,agent3,3.0,3.0,87.0,8.799999999999985,87.0
87,agent,agent4,4.0,4.0,87.0,8.799999999999985,87.0
87,agent,agent5,5.0,5.0,87.0,8.799999999999985,87.0
87,agent,agent6,6.0,6.0,87.0,8.799999999999985,87.0
87,agent,agent7,7.0,7.0,87.0,8.799999999999985,87.0
87,agent,agent8,8.0,8.0,87.0,8.799999999999985,87.0
87,agent,agent9,9.0,9.0,87.0,8.799999999999985,87.0
88,agent,agent0,0.0,0.0,88.0,8.899999999999984,88.0
88,agent,agent1,1.0,1.0,88.0,8.899999999999984,88.0
88,agent,agent2,2.0,2.0,88.0,8.899999999999984,88.0
88,agent,agent3,3.0,3.0,88.0,8.899999999999984,88.0
88,agent,agent4,4.0,4.0,88.0,8.899999999999984,88.0
88,agent,agent5,5.0,5.0,88.0,8.899999999999984,88.0
88,agent,agent6,6.0,6.0,88.0,8.899999999999984,88.0
88,agent,agent7,7.0,7.0,88.0,8.899999999999984,88.0
88,agent,agent8,8.0,8.0,88.0,8.899999999999984,88.0
88,agent,agent9,9.0,9.0,88.0,8.899999999999984,88.0
89,agent,agent0,0.0,0.0,89.0,8.999999999999984,89.0
89,agent,agent1,1.0,1.0,89.0,8.999999999999984,89.0
89,agent,agent2,2.0,2.0,89.0,8.999999999999984,89.0
89,agent,agent3,3.0,3.0,89.0,8.999999999999984,89.0
89,agent,agent4,4.0,4.0,89.0,8.999999999999984,89.0
89,agent,agent5,5.0,5.0,89.0,8.999999999999984,89.0
89,agent,agent6,6.0,6.0,89.0,8.999999999999984,89.0
89,agent,agent7,7.0,7.0,89.0,8.999999999999984,89.0
89,agent,agent8,8.0,8.0,89.0,8.999999999999984,89.0
89,agent,agent9,9.0,9.0,89.0,8.999999999999984,89.0
9,agent,agent0,0.0,0.0,9.0,0.9999999999999999,9.0
9,agent,agent1,1.0,1.0,9.0,0.9999999999999999,9.0
9,agent,agent2,2.0,2.0,9.0,0.9999999999999999,9.0
9,agent,agent3,3.0,3.0,9.0,0.9999999999999999,9.0
9,agent,agent4,4.0,4.0,9.0,0.9999999999999999,9.0
9,agent,agent5,5.0,5.0,9.0,0.9999999999999999,9.0
9,agent,agent6,6.0,6.0,9.0,0.9999999999999999,9.0
9,agent,agent7,7.0,7.0,9.0,0.9999999999999999,9.0
9,agent,agent8,8.0,8.0,9.0,0.9999999999999999,9.0
9,agent,agent9,9.0,9.0,9.0,0.9999999999999999,9.0
90,agent,agent0,0.0,0.0,90.0,9.099999999999984,90.0
90,agent,agent1,1.0,1.0,90.0,9.099999999999984,90.0
90,agent,agent2,2.0,2.0,90.0,9.099999999999984,90.0
90,agent,agent3,3.0,3.0,90.0,9.099999999999984,90.0
90,agent,agent4,4.0,4.0,90.0,9.099999999999984,90.0
90,agent,agent5,5.0,5.0,90.0,9.099999999999984,90.0
90,agent,agent6,6.0,6.0,90.0,9.099999999999984,90.0
90,agent,agent7,7.0,7.0,90.0,9.099999999999984,90.0
90,agent,agent8,8.0,8.0,90.0,9.099999999999984,90.0
90,agent,agent9,9.0,9.0,90.0,9.099999999999984,90.0
91,agent,agent0,0.0,0.0,91.0,9.199999999999983,91.0
91,agent,agent1,1.0,1.0,91.0,9.199999999999983,91.0
91,agent,agent2,2.0,2.0,91.0,9.199999999999983,91.0
91,agent,agent3,3.0,3.0,91.0,9.199999999999983,91.0
91,agent,agent4,4.0,4.0,91.0,9.199999999999983,91.0
91,agent,agent5,5.0,5.0,91.0,9.199999999999983,91.0
91,agent,agent6,6.0,6.0,91.0,9.199999999999983,91.0
91,agent,agent7,7.0,7.0,91.0,9.199999999999983,91.0
91,agent,agent8,8.0,8.0,91.0,9.199999999999983,91.0
91,agent,agent9,9.0,9.0,91.0,9.199999999999983,91.0
92,agent,agent0,0.0,0.0,92.0,9.299999999999983,92.0
92,agent,agent1,1.0,1.0,92.0,9.299999999999983,92.0
92,agent,agent2,2.0,2.0,92.0,9.299999999999983,92.0
92,agent,agent3,3.0,3.0,92.0,9.299999999999983,92.0
92,agent,agent4,4.0,4.0,92.0,9.299999999999983,92.0
92,agent,agent5,5.0,5.0,92.0,9.299999999999983,92.0
92,agent,agent6,6.0,6.0,92.0,9.299999999999983,92.0
92,agent,agent7,7.0,7.0,92.0,9.299999999999983,92.0
92,agent,agent8,8.0,8.0,92.0,9.299999999999983,92.0
92,agent,agent9,9.0,9.0,92.0,9.299999999999983,92.0
93,agent,agent0,0.0,0.0,93.0,9.399999999999983,93.0
93,agent,agent1,1.0,1.0,93.0,9.399999999999983,93.0
93,agent,agent2,2.0,2.0,93.0,9.399999999999983,93.0
93,agent,agent3,3.0,3.0,93.0,9.399999999999983,93.0
93,agent,agent4,4.0,4.0,93.0,9.399999999999983,93.0
93,agent,agent5,5.0,5.0,93.0,9.399999999999983,93.0
93,agent,agent6,6.0,6.0,93.0,9.399999999999983,93.0
93,agent,agent7,7.0,7.0,93.0,9.399999999999983,93.0
93,agent,agent8,8.0,8.0,93.0,9.399999999999983,93.0
93,agent,agent9,9.0,9.0,93.0,9.399999999999983,93.0
94,agent,agent0,0.0,0.0,94.0,9.499999999999982,94.0
94,agent,agent1,1.0,1.0,94.0,9.499999999999982,94.0
94,agent,agent2,2.0,2.0,94.0,9.499999999999982,94.0
94,agent,agent3,3.0,3.0,94.0,9.499999999999982,94.0
94,agent,agent4,4.0,4.0,94.0,9.499999999999982,94.0
94,agent,agent5,5.0,5.0,94.0,9.499999999999982,94.0
94,agent,agent6,6.0,6.0,94.0,9.499999999999982,94.0
94,agent,agent7,7.0,7.0,94.0,9.499999999999982,94.0
94,agent,agent8,8.0,8.0,94.0,9.499999999999982,94.0
94,agent,agent9,9.0,9.0,94.0,9.499999999999982,94.0
95,agent,agent0,0.0,0.0,95.0,9.599999999999982,95.0
95,agent,agent1,1.0,1.0,95.0,9.599999999999982,95.0
95,agent,agent2,2.0,2.0,95.0,9.599999999999982,95.0
95,agent,agent3,3.0,3.0,95.0,9.599999999999982,95.0
95,agent,agent4,4.0,4.0,95.0,9.599999999999982,95.0
95,agent,agent5,5.0,5.0,95.0,9.599999999999982,95.0
95,agent,agent6,6.0,6.0,95.0,9.599999999999982,95.0
95,agent,agent7,7.0,7.0,95.0,9.599999999999982,95.0
95,agent,agent8,8.0,8.0,95.0,9.599999999999982,95.0
95,agent,agent9,9.0,9.0,95.0,9.599999999999982,95.0
96,agent,agent0,0.0,0.0,96.0,9.699999999999982,96.0
96,agent,agent1,1.0,1.0,96.0,9.699999999999982,96.0
96,agent,agent2,2.0,2.0,96.0,9.699999999999982,96.0
96,agent,agent3,3.0,3.0,96.0,9.699999999999982,96.0
96,agent,agent4,4.0,4.0,96.0,9.699999999999982,96.0
96,agent,agent5,5.0,5.0,96.0,9.699999999999982,96.0
96,agent,agent6,6.0,6.0,96.0,9.699999999999982,96.0
96,agent,agent7,7.0,7.0,96.0,9.699999999999982,96.0
96,agent,agent8,8.0,8.0,96.0,9.699999999999982,96.0
96,agent,agent9,9.0,9.0,96.0,9.699999999999982,96.0
97,agent,agent0,0.0,0.0,97.0,9.799999999999981,97.0
97,agent,agent1,1.0,1.0,97.0,9.799999999999981,97.0
97,agent,agent2,2.0,2.0,97.0,9.799999999999981,97.0
97,agent,agent3,3.0,3.0,97.0,9.799999999999981,97.0
97,agent,agent4,4.0,4.0,97.0,9.799999999999981,97.0
97,agent,agent5,5.0,5.0,97.0,9.799999999999981,97.0
97,agent,agent6,6.0,6.0,97.0,9.799999999999981,97.0
97,agent,agent7,7.0,7.0,97.0,9.799999999999981,97.0
97,agent,agent8,8.0,8.0,97.0,9.799999999999981,97.0
97,agent,agent9,9.0,9.0,97.0,9.799999999999981,97.0
98,agent,agent0,0.0,0.0,98.0,9.89999999999998,98.0
98,agent,agent1,1.0,1.0,98.0,9.89999999999998,98.0
98,agent,agent2,2.0,2.0,98.0,9.89999999999998,98.0
98,agent,agent3,3.0,3.0,98.0,9.89999999999998,98.0
98,agent,agent4,4.0,4.0,98.0,9.89999999999998,98.0
98,agent,agent5,5.0,5.0,98.0,9.89999999999998,98.0
98,agent,agent6,6.0,6.0,98.0,9.89999999999998,98.0
98,agent,agent7,7.0,7.0,98.0,9.89999999999998,98.0
98,agent,agent8,8.0,8.0,98.0,9.89999999999998,98.0
98,agent,agent9,9.0,9.0,98.0,9.89999999999998,98.0
99,agent,agent0,0.0,0.0,99.0,9.99999999999998,99.0
99,agent,agent1,1.0,1.0,99.0,9.99999999999998,99.0
99,agent,agent2,2.0,2.0,99.0,9.99999999999998,99.0
99,agent,agent3,3.0,3.0,99.0,9.99999999999998,99.0
99,agent,agent4,4.0,4.0,99.0,9.99999999999998,99.0
99,agent,agent5,5.0,5.0,99.0,9.99999999999998,99.0
99,agent,agent6,6.0,6.0,99.0,9.99999999999998,99.0
99,agent,agent7,7.0,7.0,99.0,9.99999999999998,99.0
99,agent,agent8,8.0,8.0,99.0,9.99999999999998,99.0
99,agent,agent9,9.0,9.0,99.0,9.99999999999998,99.0
